Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
fastp | M301186.lib1_1	M301186.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9036.0	1.2 Mbp	0.0	75-150	58.0	51.75962815405046	132.88778220451528	150	pass	pass	fail	pass	pass	fail	pass	warn	warn	warn	pass
fastp | M301186.lib1_2	M301186.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9036.0	1.2 Mbp	0.0	75-150	58.0	51.39442231075697	132.91611332447985	150	pass	pass	fail	pass	pass	fail	pass	warn	warn	warn	pass
fastp | M301187.lib1_1	M301187.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1454803.0	210.9 Mbp	0.0	75-150	51.0	67.95147521289219	144.9128081259112	150	pass	pass	fail	pass	warn	pass	pass	warn	warn	pass	pass
fastp | M301187.lib1_2	M301187.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1454803.0	210.9 Mbp	0.0	75-150	51.0	67.26206634131822	144.91484001613964	150	pass	pass	fail	pass	warn	pass	pass	warn	warn	warn	pass
fastp | M301188.lib1_1	M301188.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4988976.0	724.8 Mbp	0.0	75-150	51.0	46.78892160630659	145.2109434882028	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301188.lib1_2	M301188.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4988976.0	724.8 Mbp	0.0	75-150	51.0	45.715699942400725	145.21043316303786	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301189.lib1_1	M301189.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	461983.0	67.1 Mbp	0.0	75-150	51.0	48.87926012448366	145.34382433985667	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301189.lib1_2	M301189.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	461983.0	67.1 Mbp	0.0	75-150	51.0	47.317098174622224	145.3451317472721	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301190.lib1_1	M301190.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	68572.0	9.9 Mbp	0.0	75-150	44.0	59.00659161173657	145.4475587703436	150	pass	pass	fail	pass	pass	fail	pass	warn	warn	pass	pass
fastp | M301190.lib1_2	M301190.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	68572.0	9.9 Mbp	0.0	75-150	44.0	58.17097357522021	145.43221723152308	150	pass	pass	fail	pass	pass	fail	pass	warn	warn	warn	pass
fastp | M301191.lib1_1	M301191.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5417779.0	792.9 Mbp	0.0	75-150	51.0	36.64219648102917	146.28136437458966	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301191.lib1_2	M301191.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5417779.0	792.9 Mbp	0.0	75-150	51.0	35.71033086672433	146.28072056833622	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301192.lib1_1	M301192.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11540928.0	1.6 Gbp	0.0	75-150	51.0	38.02434180994253	146.68001273381137	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301192.lib1_2	M301192.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11540928.0	1.6 Gbp	0.0	75-150	51.0	37.32860342343554	146.6755099763208	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301193.lib1_1	M301193.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22002631.0	3.2 Gbp	0.0	75-150	50.0	36.831231072560996	147.3411427933323	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301193.lib1_2	M301193.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22002631.0	3.2 Gbp	0.0	75-150	50.0	35.639020097346844	147.33970251103153	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301194.lib1_1	M301194.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3756787.0	552.5 Mbp	0.0	75-150	50.0	42.73591026605569	147.0118715806885	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301194.lib1_2	M301194.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3756787.0	552.5 Mbp	0.0	75-150	50.0	42.37288947134722	147.01179438706532	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301195.lib1_1	M301195.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8007887.0	1.1 Gbp	0.0	75-150	51.0	42.67212588224522	146.26724378103737	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301195.lib1_2	M301195.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8007887.0	1.1 Gbp	0.0	75-150	51.0	41.950726948586144	146.26607218608353	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301196.lib1_1	M301196.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10773.0	1.4 Mbp	0.0	75-150	55.0	53.1328320802005	134.58720876264735	150	pass	pass	fail	pass	pass	fail	pass	warn	warn	pass	pass
fastp | M301196.lib1_2	M301196.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10773.0	1.4 Mbp	0.0	75-150	55.0	51.54553049289892	134.58219623131905	150	pass	pass	fail	pass	pass	fail	pass	warn	warn	warn	pass
fastp | M301197.lib1_1	M301197.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4825.0	653 kbp	0.0	75-150	56.0	67.66839378238342	135.15564766839378	150	pass	pass	fail	pass	pass	fail	pass	warn	warn	warn	pass
fastp | M301197.lib1_2	M301197.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4825.0	653.3 kbp	0.0	75-150	56.0	66.38341968911917	135.2041450777202	150	pass	pass	fail	pass	pass	fail	pass	warn	warn	warn	pass
fastp | M301198.lib1_1	M301198.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8240693.0	1.2 Gbp	0.0	75-150	50.0	41.473417841579284	146.97043925796046	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301198.lib1_2	M301198.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8240693.0	1.2 Gbp	0.0	75-150	51.0	41.01191178114787	146.9646196017738	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301199.lib1_1	M301199.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6304618.0	926.7 Mbp	0.0	75-150	50.0	55.03789249749328	146.92787604260877	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
fastp | M301199.lib1_2	M301199.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6304618.0	926.7 Mbp	0.0	75-150	50.0	53.932281279297946	146.92626452546372	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	warn	pass
fastp | M301200.lib1_1	M301200.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6915360.0	1 Gbp	0.0	75-150	50.0	47.79191199448226	147.16418378797343	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301200.lib1_2	M301200.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6915360.0	1 Gbp	0.0	75-150	50.0	47.05210454213868	147.16189207792507	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301201.lib1_1	M301201.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4218287.0	616.3 Mbp	0.0	75-150	51.0	44.700825738115	146.04372817686422	150	pass	pass	fail	pass	warn	pass	pass	warn	fail	pass	pass
fastp | M301201.lib1_2	M301201.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4218287.0	616.3 Mbp	0.0	75-150	51.0	44.00283246373394	146.04161973805955	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301202.lib1_1	M301202.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8255782.0	1.2 Gbp	0.0	75-150	51.0	36.55492233196968	146.22446038424948	150	pass	pass	fail	pass	warn	pass	pass	warn	fail	pass	pass
fastp | M301202.lib1_2	M301202.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8255782.0	1.2 Gbp	0.0	75-150	51.0	35.46940291973785	146.21975774069617	150	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
fastp | M301203.lib1_1	M301203.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9126401.0	1.3 Gbp	0.0	75-150	50.0	39.558618337487914	147.2867825991867	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301203.lib1_2	M301203.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9126401.0	1.3 Gbp	0.0	75-150	50.0	38.544858920938566	147.285231714013	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301204.lib1_1	M301204.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	670123.0	98.9 Mbp	0.0	75-150	51.0	90.0675333030034	147.6664880924845	150	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
fastp | M301204.lib1_2	M301204.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	670123.0	98.9 Mbp	0.0	75-150	51.0	89.54982979290149	147.66411539374116	150	pass	pass	fail	pass	warn	pass	pass	warn	pass	warn	pass
fastp | M301205.lib1_1	M301205.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	226765.0	32.9 Mbp	0.0	75-150	52.0	50.874157489977215	145.11232333031992	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
fastp | M301205.lib1_2	M301205.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	226765.0	32.9 Mbp	0.0	75-150	52.0	46.85076452244008	145.11436950146629	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301206.lib1_1	M301206.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1395192.0	204.6 Mbp	0.0	75-150	50.0	45.40117316385201	146.6069845583977	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301206.lib1_2	M301206.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1395192.0	204.6 Mbp	0.0	75-150	50.0	44.42719098319849	146.60436126353935	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301207.lib1_1	M301207.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2804.0	380.3 kbp	0.0	75-150	57.0	45.29243937232525	135.4493580599144	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
fastp | M301207.lib1_2	M301207.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2804.0	382.7 kbp	0.0	75-150	57.0	43.65192582025678	136.30385164051356	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	pass
fastp | M301208.lib1_1	M301208.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3707658.0	543.1 Mbp	0.0	75-150	50.0	29.83849336917001	146.4145981101817	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301208.lib1_2	M301208.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3707658.0	543 Mbp	0.0	75-150	50.0	29.072562144029064	146.40855224510997	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301209.lib1_1	M301209.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	246381.0	36.1 Mbp	0.0	75-150	43.0	26.20697212853264	146.82761251882246	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301209.lib1_2	M301209.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	246381.0	36.1 Mbp	0.0	75-150	44.0	25.46949643032539	146.83038870692138	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301210.lib1_1	M301210.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8567335.0	1.2 Gbp	0.0	75-150	50.0	57.94000629950441	147.4426665935206	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
fastp | M301210.lib1_2	M301210.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8567335.0	1.2 Gbp	0.0	75-150	50.0	56.97546859866524	147.43404197454635	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	warn	pass
fastp | M301211.lib1_1	M301211.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16918718.0	2.5 Gbp	0.0	75-150	50.0	30.42091273285025	147.94580806890923	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301211.lib1_2	M301211.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16918718.0	2.5 Gbp	0.0	75-150	50.0	29.541005118467467	147.94018045575322	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301212.lib1_1	M301212.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31119994.0	4.5 Gbp	0.0	75-150	51.0	31.485213390196016	145.5634226022023	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301212.lib1_2	M301212.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31119994.0	4.5 Gbp	0.0	75-150	51.0	29.97931706736142	145.56502902924726	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301213.lib1_1	M301213.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	63492.0	9.2 Mbp	0.0	75-150	51.0	59.84533484533484	145.4908964908965	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
fastp | M301213.lib1_2	M301213.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	63492.0	9.2 Mbp	0.0	75-150	51.0	58.50973350973351	145.501008001008	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	warn	pass
fastp | M301214.lib1_1	M301214.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2920409.0	431.4 Mbp	0.0	75-150	50.0	55.75528967073991	147.7031258292931	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
fastp | M301214.lib1_2	M301214.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2920409.0	431.4 Mbp	0.0	75-150	50.0	56.97571380669163	147.69314024165794	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	warn	pass
fastp | M301215.lib1_1	M301215.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	176090.0	25.2 Mbp	0.0	75-150	51.0	66.44863404711818	143.21716167868703	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
fastp | M301215.lib1_2	M301215.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	176090.0	25.2 Mbp	0.0	75-150	51.0	65.70278150399436	143.2403884377307	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	warn	pass
fastp | M301216.lib1_1	M301216.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17620986.0	2.5 Gbp	0.0	75-150	51.0	37.009442339161616	146.51327797434263	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301216.lib1_2	M301216.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17620986.0	2.5 Gbp	0.0	75-150	51.0	36.0384044456231	146.5108710715734	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301217.lib1_1	M301217.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18348.0	2.5 Mbp	0.0	75-150	56.0	38.620013080444735	137.23490298670154	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301217.lib1_2	M301217.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18348.0	2.5 Mbp	0.0	75-150	57.0	37.81883584041857	137.28689775452366	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301218.lib1_1	M301218.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27931.0	3.8 Mbp	0.0	75-150	49.0	45.87734058930937	137.19558913035695	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	pass	pass
fastp | M301218.lib1_2	M301218.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27931.0	3.8 Mbp	0.0	75-150	49.0	43.99054813647918	137.20196197773083	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301219.lib1_1	M301219.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12158392.0	1.7 Gbp	0.0	75-150	51.0	29.847178766405325	145.99359257375482	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301219.lib1_2	M301219.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12158392.0	1.7 Gbp	0.0	75-150	51.0	29.209534145911963	145.990451697889	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301220.lib1_1	M301220.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33627.0	5 Mbp	0.0	75-150	48.0	65.17976625925596	149.2325809617272	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
fastp | M301220.lib1_2	M301220.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33627.0	5 Mbp	0.0	75-150	49.0	65.81615963362773	149.2169387694412	150	pass	pass	fail	pass	warn	pass	pass	warn	warn	fail	pass
fastp | M301221.lib1_1	M301221.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31461.0	4.5 Mbp	0.0	75-150	55.0	28.905629191697656	143.7461619147516	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301221.lib1_2	M301221.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31461.0	4.5 Mbp	0.0	75-150	55.0	28.36209910683068	143.7693016750898	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301222.lib1_1	M301222.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1402457.0	207.5 Mbp	0.0	75-150	50.0	62.55918617178702	147.91968809025875	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
fastp | M301222.lib1_2	M301222.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1402457.0	207.5 Mbp	0.0	75-150	50.0	62.270236244359644	147.91388113860177	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	warn	pass
fastp | M301223.lib1_1	M301223.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15286554.0	2.2 Gbp	0.0	75-150	51.0	21.990808645966446	146.97512336658738	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301223.lib1_2	M301223.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15286554.0	2.2 Gbp	0.0	75-150	51.0	21.195166359646077	146.97000252640328	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301224.lib1_1	M301224.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5869986.0	861.1 Mbp	0.0	75-150	50.0	32.120741635693555	146.63671633969827	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301224.lib1_2	M301224.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5869986.0	861.1 Mbp	0.0	75-150	50.0	31.507971140358936	146.63174937725574	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301225.lib1_1	M301225.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2967857.0	437 Mbp	0.0	75-150	48.0	29.89106211535555	147.2140261474862	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301225.lib1_2	M301225.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2967857.0	437 Mbp	0.0	75-150	48.0	29.82572681071038	147.21084405347023	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301226.lib1_1	M301226.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	646318.0	95.8 Mbp	0.0	75-150	54.0	32.434675945086525	148.2653956720995	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301226.lib1_2	M301226.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	646318.0	95.8 Mbp	0.0	75-150	54.0	31.688772196368586	148.25163464424634	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301227.lib1_1	M301227.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	246530.0	36.5 Mbp	0.0	75-150	53.0	33.19271488257007	148.03071431468786	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301227.lib1_2	M301227.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	246530.0	36.5 Mbp	0.0	75-150	54.0	32.05897862329128	148.01659027298908	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301228.lib1_1	M301228.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1673.0	226.1 kbp	0.0	75-150	57.0	41.06395696353856	134.9611476389719	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
fastp | M301228.lib1_2	M301228.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1673.0	228.4 kbp	0.0	75-150	58.0	38.55349671249253	136.36820083682008	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	pass
fastp | M301229.lib1_1	M301229.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8117281.0	1.1 Gbp	0.0	75-150	49.0	30.256918061633105	147.43146627546835	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301229.lib1_2	M301229.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8117281.0	1.1 Gbp	0.0	75-150	49.0	29.15578236525193	147.42303906936326	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301230.lib1_1	M301230.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40433.0	5.9 Mbp	0.0	75-150	50.0	45.017683575297404	148.06192961195063	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301230.lib1_2	M301230.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40433.0	5.9 Mbp	0.0	75-150	51.0	44.129794969455645	148.09447728340712	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301231.lib1_1	M301231.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27805.0	4.1 Mbp	0.0	75-150	62.0	36.277647905053044	148.53026434094588	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301231.lib1_2	M301231.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27805.0	4.1 Mbp	0.0	75-150	63.0	37.50404603488581	148.53529940658154	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	fail	pass
fastp | M301232.lib1_1	M301232.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	173.0	24.6 kbp	0.0	75-150	60.0	52.601156069364166	142.39306358381504	150	pass	pass	fail	pass	fail	fail	pass	warn	warn	fail	pass
fastp | M301232.lib1_2	M301232.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	173.0	24.6 kbp	0.0	76-150	60.0	57.22543352601156	142.65895953757226	150	pass	pass	fail	pass	warn	fail	pass	warn	warn	fail	pass
fastp | M301233.lib1_1	M301233.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16863882.0	2.4 Gbp	0.0	75-150	51.0	29.11599138478735	146.7347541924214	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301233.lib1_2	M301233.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16863882.0	2.4 Gbp	0.0	75-150	51.0	28.195080223436303	146.73016592502248	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301234.lib1_1	M301234.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	105723.0	15.2 Mbp	0.0	75-150	47.0	34.850505566433036	144.28459275654305	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	pass	pass
fastp | M301234.lib1_2	M301234.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	105723.0	15.2 Mbp	0.0	75-150	47.0	33.51683172062844	144.2878276250201	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
fastp | M301235.lib1_1	M301235.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1875484.0	271.8 Mbp	0.0	75-150	47.0	28.21661912815735	144.85658208761046	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301235.lib1_2	M301235.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1875484.0	271.8 Mbp	0.0	75-150	48.0	27.37153065191834	144.8454318991791	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301236.lib1_1	M301236.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	454953.0	66.3 Mbp	0.0	75-150	47.0	38.21320071154532	145.73411319411017	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301236.lib1_2	M301236.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	454953.0	66.3 Mbp	0.0	75-150	47.0	36.68260636712717	145.70970627735173	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301237.lib1_1	M301237.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	506080.0	75 Mbp	0.0	75-150	44.0	59.723187680187095	148.24679102118242	150	pass	pass	fail	pass	pass	warn	pass	warn	warn	pass	pass
fastp | M301237.lib1_2	M301237.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	506080.0	75 Mbp	0.0	75-150	45.0	59.13357690556749	148.24937559279167	150	pass	pass	fail	pass	pass	warn	pass	warn	warn	warn	pass
fastp | M301238.lib1_1	M301238.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	241059.0	35.2 Mbp	0.0	75-150	46.0	53.44228778225973	146.34997241339258	150	pass	pass	fail	pass	warn	warn	pass	warn	warn	pass	pass
fastp | M301238.lib1_2	M301238.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	241059.0	35.2 Mbp	0.0	75-150	46.0	52.12880581580509	146.3299856051838	150	pass	pass	fail	pass	pass	warn	pass	warn	warn	warn	pass
